sampleid,experiment,set,compound,concentration_mM,compound_class,samplename,group,treatment,day,mouse.number
CC41,CCME16,1,Succinate,2.55,Organic acids,MMF.16S.436_CC41,BpSCSK,Ampicillin,3,187
CC41,CCME16,1,Tyramine,0,Other,MMF.16S.436_CC41,BpSCSK,Ampicillin,3,187
CC42,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Acetate,7.49,Fatty Acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Proline,0.94,Amino Acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Succinate,2.16,Organic acids,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC42,CCME16,1,Tyramine,0.03,Other,MMF.16S.436_CC42,BpSCSK,Ampicillin,3,188
CC43,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Acetate,6.95,Fatty Acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Proline,1.4,Amino Acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Propionate,0.67,Fatty Acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Succinate,0.98,Organic acids,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC43,CCME16,1,Tyramine,0.03,Other,MMF.16S.436_CC43,BpSCSK,Ampicillin,3,189
CC44,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Acetate,6.72,Fatty Acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Proline,0.77,Amino Acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Succinate,4.300000000000001,Organic acids,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC44,CCME16,1,Tyramine,0.01,Other,MMF.16S.436_CC44,BpSCSK,Ampicillin,3,190
CC45,CCME16,1,5-Aminovalerate,0.22000000000000003,Fatty Acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Acetate,6.54,Fatty Acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Butyrate,1.59,Fatty Acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Proline,0.28,Amino Acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Propionate,2.64,Fatty Acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Succinate,0.8700000000000001,Organic acids,MMF.16S.436_CC45,SPF,NA,7,191
CC45,CCME16,1,Tyramine,0,Other,MMF.16S.436_CC45,SPF,NA,7,191
CC46,CCME16,1,5-Aminovalerate,0.06,Fatty Acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Acetate,5.8,Fatty Acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Butyrate,1.69,Fatty Acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Proline,0.12,Amino Acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Propionate,0.79,Fatty Acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Succinate,0.25,Organic acids,MMF.16S.436_CC46,SPF,NA,7,192
CC46,CCME16,1,Tyramine,0.01,Other,MMF.16S.436_CC46,SPF,NA,7,192
CC47,CCME16,1,5-Aminovalerate,0.14,Fatty Acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Acetate,8.33,Fatty Acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Butyrate,3.47,Fatty Acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Proline,0.27,Amino Acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Propionate,2.09,Fatty Acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Succinate,0.33000000000000007,Organic acids,MMF.16S.436_CC47,SPF,NA,7,193
CC47,CCME16,1,Tyramine,0,Other,MMF.16S.436_CC47,SPF,NA,7,193
CC48,CCME16,1,5-Aminovalerate,0.26,Fatty Acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Acetate,9.49,Fatty Acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Butyrate,1.67,Fatty Acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Proline,0.18,Amino Acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Propionate,2.25,Fatty Acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Succinate,0.53,Organic acids,MMF.16S.436_CC48,SPF,NA,7,194
CC48,CCME16,1,Tyramine,0.01,Other,MMF.16S.436_CC48,SPF,NA,7,194
CC49,CCME16,1,5-Aminovalerate,3.9200000000000004,Fatty Acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Acetate,14.07,Fatty Acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Butyrate,5.74,Fatty Acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Glycine,0.62,Amino Acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Proline,0.49,Amino Acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Succinate,1.1,Organic acids,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC49,CCME16,1,Tyramine,0.05,Other,MMF.16S.436_CC49,PBS,Ampicillin,7,179
CC50,CCME16,1,5-Aminovalerate,2.8000000000000003,Fatty Acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Acetate,5.8,Fatty Acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Butyrate,1.47,Fatty Acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Proline,0.05,Amino Acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Succinate,0.5900000000000001,Organic acids,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC50,CCME16,1,Tyramine,0.12,Other,MMF.16S.436_CC50,PBS,Ampicillin,7,180
CC51,CCME16,1,5-Aminovalerate,2.37,Fatty Acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Acetate,12.97,Fatty Acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Butyrate,3.3000000000000003,Fatty Acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Glycine,0.1,Amino Acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Proline,0.2,Amino Acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Succinate,0,Organic acids,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC51,CCME16,1,Tyramine,0.01,Other,MMF.16S.436_CC51,PBS,Ampicillin,7,181
CC52,CCME16,1,5-Aminovalerate,1.64,Fatty Acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Acetate,7.68,Fatty Acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Butyrate,2.0100000000000002,Fatty Acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Glycine,0.1,Amino Acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Proline,0.21,Amino Acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Succinate,0,Organic acids,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC52,CCME16,1,Tyramine,0,Other,MMF.16S.436_CC52,PBS,Ampicillin,7,182
CC53,CCME16,1,5-Aminovalerate,3.18,Fatty Acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Acetate,18.51,Fatty Acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Butyrate,5.220000000000001,Fatty Acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Glycine,0.02,Amino Acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Proline,0.13,Amino Acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Succinate,0,Organic acids,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC53,CCME16,1,Tyramine,0.08,Other,MMF.16S.436_CC53,BpKH6,Ampicillin,7,183
CC54,CCME16,1,5-Aminovalerate,1.5899999999999999,Fatty Acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Acetate,7.619999999999999,Fatty Acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Butyrate,2.1300000000000003,Fatty Acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Proline,0.1,Amino Acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Succinate,0,Organic acids,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC54,CCME16,1,Tyramine,0.01,Other,MMF.16S.436_CC54,BpKH6,Ampicillin,7,184
CC55,CCME16,1,5-Aminovalerate,1.8,Fatty Acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Acetate,8,Fatty Acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Butyrate,1.51,Fatty Acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Proline,0.09,Amino Acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Succinate,0,Organic acids,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC55,CCME16,1,Tyramine,0.06,Other,MMF.16S.436_CC55,BpKH6,Ampicillin,7,185
CC56,CCME16,1,5-Aminovalerate,2.6100000000000003,Fatty Acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Acetate,5.24,Fatty Acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Butyrate,1.39,Fatty Acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Glycine,0,Amino Acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Proline,0.09,Amino Acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Succinate,0.55,Organic acids,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC56,CCME16,1,Tyramine,0.09,Other,MMF.16S.436_CC56,BpKH6,Ampicillin,7,186
CC57,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Acetate,11.02,Fatty Acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Glycine,0.35,Amino Acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Proline,1.59,Amino Acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Propionate,0.63,Fatty Acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Succinate,0.22999999999999998,Organic acids,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC57,CCME16,1,Tyramine,0.1,Other,MMF.16S.436_CC57,BpSCSK,Ampicillin,7,187
CC58,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Acetate,8.19,Fatty Acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Glycine,0.63,Amino Acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Proline,2.1,Amino Acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Propionate,0.52,Fatty Acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Succinate,0.25,Organic acids,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC58,CCME16,1,Tyramine,0.08,Other,MMF.16S.436_CC58,BpSCSK,Ampicillin,7,188
CC59,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Acetate,7.4399999999999995,Fatty Acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Glycine,0.51,Amino Acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Proline,1.7,Amino Acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Propionate,0.4,Fatty Acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Succinate,0.29000000000000004,Organic acids,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC59,CCME16,1,Tyramine,0.07,Other,MMF.16S.436_CC59,BpSCSK,Ampicillin,7,189
CC60,CCME16,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Acetate,13.05,Fatty Acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Butyrate,0,Fatty Acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Glycine,0.3,Amino Acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Proline,1.85,Amino Acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Propionate,0.83,Fatty Acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Succinate,0.36,Organic acids,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC60,CCME16,1,Tyramine,0.02,Other,MMF.16S.436_CC60,BpSCSK,Ampicillin,7,190
CC61,CCME16,1,5-Aminovalerate,0.12000000000000001,Fatty Acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Acetate,8.33,Fatty Acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Butyrate,2.3400000000000003,Fatty Acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Glycine,0.25,Amino Acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Proline,0.37,Amino Acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Propionate,2.07,Fatty Acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Succinate,0.49,Organic acids,MMF.16S.436_CC61,SPF,NA,14,191
CC61,CCME16,1,Tyramine,0.01,Other,MMF.16S.436_CC61,SPF,NA,14,191
CC62,CCME16,1,5-Aminovalerate,0.21000000000000002,Fatty Acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Acetate,7.33,Fatty Acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Butyrate,2.0100000000000002,Fatty Acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Proline,0.28,Amino Acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Propionate,1.5,Fatty Acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Succinate,0.30000000000000004,Organic acids,MMF.16S.437_CC62,SPF,NA,14,192
CC62,CCME16,1,Tyramine,0.02,Other,MMF.16S.437_CC62,SPF,NA,14,192
CC63,CCME16,1,5-Aminovalerate,0.41000000000000003,Fatty Acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Acetate,12.86,Fatty Acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Butyrate,2.8000000000000003,Fatty Acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Glycine,0.19,Amino Acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Proline,0.4,Amino Acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Propionate,2.12,Fatty Acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Succinate,0.6300000000000001,Organic acids,MMF.16S.437_CC63,SPF,NA,14,193
CC63,CCME16,1,Tyramine,0,Other,MMF.16S.437_CC63,SPF,NA,14,193
CC64,CCME16,1,5-Aminovalerate,0.18,Fatty Acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Acetate,17.74,Fatty Acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Butyrate,2.9400000000000004,Fatty Acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Glycine,0.36,Amino Acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Proline,0.47,Amino Acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Propionate,4.13,Fatty Acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Succinate,0.8300000000000001,Organic acids,MMF.16S.437_CC64,SPF,NA,14,194
CC64,CCME16,1,Tyramine,0.01,Other,MMF.16S.437_CC64,SPF,NA,14,194
CC65,CCME16,1,5-Aminovalerate,3.5500000000000003,Fatty Acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Acetate,9.93,Fatty Acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Butyrate,2.58,Fatty Acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Proline,0.16,Amino Acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Succinate,0.76,Organic acids,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC65,CCME16,1,Tyramine,0.03,Other,MMF.16S.437_CC65,PBS,Ampicillin,14,179
CC66,CCME16,1,5-Aminovalerate,1.78,Fatty Acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Acetate,6.6499999999999995,Fatty Acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Butyrate,1.89,Fatty Acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Proline,0.19,Amino Acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Succinate,1,Organic acids,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC66,CCME16,1,Tyramine,0.14,Other,MMF.16S.437_CC66,PBS,Ampicillin,14,180
CC67,CCME16,1,5-Aminovalerate,4.7,Fatty Acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Acetate,13.59,Fatty Acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Butyrate,2.5900000000000003,Fatty Acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Proline,0.15,Amino Acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Succinate,1.1300000000000001,Organic acids,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC67,CCME16,1,Tyramine,0.04,Other,MMF.16S.437_CC67,PBS,Ampicillin,14,181
CC68,CCME16,1,5-Aminovalerate,2.4400000000000004,Fatty Acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Acetate,5.62,Fatty Acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Butyrate,2.31,Fatty Acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Proline,0.14,Amino Acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Succinate,0.26,Organic acids,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC68,CCME16,1,Tyramine,0.01,Other,MMF.16S.437_CC68,PBS,Ampicillin,14,182
CC69,CCME16,1,5-Aminovalerate,2.75,Fatty Acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Acetate,13.43,Fatty Acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Butyrate,1.95,Fatty Acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Proline,0.18,Amino Acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Succinate,0.35,Organic acids,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC69,CCME16,1,Tyramine,0.06,Other,MMF.16S.437_CC69,BpKH6,Ampicillin,14,183
CC70,CCME16,1,5-Aminovalerate,3.0100000000000002,Fatty Acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Acetate,5.1899999999999995,Fatty Acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Butyrate,1.66,Fatty Acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Proline,0.15,Amino Acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Succinate,0.33000000000000007,Organic acids,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC70,CCME16,1,Tyramine,0,Other,MMF.16S.437_CC70,BpKH6,Ampicillin,14,184
CC71,CCME16,1,5-Aminovalerate,1.5,Fatty Acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Acetate,6.75,Fatty Acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Butyrate,1.79,Fatty Acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Glycine,0,Amino Acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Proline,0.1,Amino Acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Succinate,0,Organic acids,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC71,CCME16,1,Tyramine,0.08,Other,MMF.16S.437_CC71,BpKH6,Ampicillin,14,185
CC72,CCME16,1,5-Aminovalerate,3.16,Fatty Acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
CC72,CCME16,1,Acetate,6.49,Fatty Acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
CC72,CCME16,1,Butyrate,2.06,Fatty Acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
CC72,CCME16,1,Glycine,0.17,Amino Acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
CC72,CCME16,1,Proline,0.25,Amino Acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
CC72,CCME16,1,Propionate,0,Fatty Acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
CC72,CCME16,1,Succinate,1.04,Organic acids,MMF.16S.437_CC72,BpKH6,Ampicillin,14,186
