sampleid,experiment,set,compound,concentration_ugmL,compound_class,internal_standadard_used_for_normalization,CAS_number,formal_name,abbreviation,molecular_formula,neutral_mass,concentration_mM,concentration_µM,samplename,group,treatment,day,mouse.number
CC82,CCME16,1,Glycocholic Acid,0.15,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,3.2236642747077745e-4,0.32236642747077743,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC82,CCME16,1,Isodeoxycholic Acid,0.23,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,5.862969155429096e-4,0.5862969155429096,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC82,CCME16,1,Lithocholic Acid,2.64,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.007015721860643847,7.015721860643847,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC82,CCME16,1,Taurochenodeoxycholic Acid,2.94,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.00588828127879049,5.88828127879049,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC82,CCME16,1,Taurocholic Acid,96.3,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.1868844384646599,186.8844384646599,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC82,CCME16,1,Ursocholic Acid,0.05,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,1.2246269541372307e-4,0.12246269541372308,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC82,CCME16,1,Ursodeoxycholic Acid,0.48,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.0012235761715678113,1.2235761715678113,MMF.16S.437_CC82,PBS,Ampicillin,28,180
CC83,CCME16,1,3-Oxolithocholic Acid,0.34,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,9.084057185743054e-4,0.9084057185743053,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Allocholic Acid,5.86,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.014352627902488344,14.352627902488344,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Alloisolithocholic Acid,0,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0,0,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Alpha-Muricholic Acid,43.11,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.10558733598571203,105.58733598571203,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Beta-Muricholic Acid,87.18,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.21352595572336758,213.5259557233676,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Chenodeoxycholic Acid,0.77,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.0019628201085566976,1.9628201085566976,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Cholic Acid,20.62,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.0505036155886194,50.5036155886194,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Deoxycholic Acid,243.13,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.6197668220693374,619.7668220693374,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Glycochenodeoxycholic Acid,0.03,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,6.676843660147768e-5,0.06676843660147767,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Glycocholic Acid,0.39,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,8.381527114240215e-4,0.8381527114240215,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Isodeoxycholic Acid,22.02,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.056131556870673345,56.13155687067334,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Lithocholic Acid,12.59,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.03345755235814622,33.45755235814622,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Taurochenodeoxycholic Acid,0.3,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,6.008450284480093e-4,0.6008450284480092,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Taurocholic Acid,2.37,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.004599336647572627,4.599336647572628,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Ursocholic Acid,0.82,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.002008388204785058,2.0083882047850583,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC83,CCME16,1,Ursodeoxycholic Acid,4.18,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.010655309160736356,10.655309160736357,MMF.16S.437_CC83,PBS,Ampicillin,28,181
CC84,CCME16,1,3-Oxolithocholic Acid,0.4,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.001068712610087418,1.068712610087418,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Allocholic Acid,17.78,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.04354773448911993,43.54773448911993,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Alloisolithocholic Acid,0.05,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,1.3287348477721635e-4,0.13287348477721636,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Alpha-Muricholic Acid,76.98,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.18854356585896806,188.54356585896807,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Beta-Muricholic Acid,124.26,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.3043442906421846,304.3442906421846,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Chenodeoxycholic Acid,1.16,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.002956975747955544,2.956975747955544,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Cholic Acid,12.96,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.03174233065123702,31.742330651237022,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Deoxycholic Acid,286.16,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.7294553276163437,729.4553276163437,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Glycochenodeoxycholic Acid,0.04,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,8.902458213530356e-5,0.08902458213530356,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Glycocholic Acid,0.31,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,6.662239501062735e-4,0.6662239501062734,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Isodeoxycholic Acid,26.4,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.06729668943622963,67.29668943622963,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Lithocholic Acid,18.48,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.049110053024506925,49.110053024506925,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Taurochenodeoxycholic Acid,0.49,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,9.813802131317484e-4,0.9813802131317484,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Taurocholic Acid,2.4,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.0046575560988077235,4.657556098807723,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Ursocholic Acid,0.84,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.0020573732829505475,2.0573732829505476,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC84,CCME16,1,Ursodeoxycholic Acid,4.54,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.011572991289412216,11.572991289412215,MMF.16S.437_CC84,PBS,Ampicillin,28,182
CC85,CCME16,1,3-Oxolithocholic Acid,0.41,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0010954304253396033,1.0954304253396032,NA,NA,NA,NA,NA
CC85,CCME16,1,Allocholic Acid,10.31,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.0252518077943097,25.2518077943097,NA,NA,NA,NA,NA
CC85,CCME16,1,Alloisolithocholic Acid,0.15,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,3.9862045433164905e-4,0.39862045433164905,NA,NA,NA,NA,NA
CC85,CCME16,1,Alpha-Muricholic Acid,47.82,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.11712332189368475,117.12332189368476,NA,NA,NA,NA,NA
CC85,CCME16,1,Beta-Muricholic Acid,73.28,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.17948132639835254,179.48132639835254,NA,NA,NA,NA,NA
CC85,CCME16,1,Chenodeoxycholic Acid,0.76,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.0019373289383157015,1.9373289383157015,NA,NA,NA,NA,NA
CC85,CCME16,1,Cholic Acid,11.49,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.028141927406073564,28.141927406073563,NA,NA,NA,NA,NA
CC85,CCME16,1,Deoxycholic Acid,194.21,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.49506401725038474,495.0640172503847,NA,NA,NA,NA,NA
CC85,CCME16,1,Glycochenodeoxycholic Acid,0.03,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,6.676843660147768e-5,0.06676843660147767,NA,NA,NA,NA,NA
CC85,CCME16,1,Glycocholic Acid,0.23,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,4.942951887885255e-4,0.49429518878852546,NA,NA,NA,NA,NA
CC85,CCME16,1,Isodeoxycholic Acid,23.43,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.05972581187465379,59.72581187465379,NA,NA,NA,NA,NA
CC85,CCME16,1,Lithocholic Acid,16.07,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.04270554935626766,42.70554935626765,NA,NA,NA,NA,NA
CC85,CCME16,1,Taurochenodeoxycholic Acid,0.2,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,4.0056335229867287e-4,0.40056335229867285,NA,NA,NA,NA,NA
CC85,CCME16,1,Taurocholic Acid,0.84,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.0016301446345827033,1.6301446345827033,NA,NA,NA,NA,NA
CC85,CCME16,1,Ursocholic Acid,0.54,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.0013225971104682092,1.3225971104682093,NA,NA,NA,NA,NA
CC85,CCME16,1,Ursodeoxycholic Acid,3.88,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.009890574053506474,9.890574053506475,NA,NA,NA,NA,NA
CC86,CCME16,1,3-Oxolithocholic Acid,0.42,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0011221482405917888,1.1221482405917889,NA,NA,NA,NA,NA
CC86,CCME16,1,Allocholic Acid,0.48,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.0011756418759717414,1.1756418759717413,NA,NA,NA,NA,NA
CC86,CCME16,1,Alloisolithocholic Acid,0.72,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.0019133781807919154,1.9133781807919155,NA,NA,NA,NA,NA
CC86,CCME16,1,Alpha-Muricholic Acid,71.56,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.17526860967612046,175.26860967612046,NA,NA,NA,NA,NA
CC86,CCME16,1,Beta-Muricholic Acid,311.02,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.761766950551523,761.766950551523,NA,NA,NA,NA,NA
CC86,CCME16,1,Chenodeoxycholic Acid,0.68,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.001733399576387733,1.733399576387733,NA,NA,NA,NA,NA
CC86,CCME16,1,Cholic Acid,7.93,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.01942258349261648,19.42258349261648,NA,NA,NA,NA,NA
CC86,CCME16,1,Deoxycholic Acid,237.9,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.6064349400332966,606.4349400332966,NA,NA,NA,NA,NA
CC86,CCME16,1,Glycochenodeoxycholic Acid,0.03,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,6.676843660147768e-5,0.06676843660147767,NA,NA,NA,NA,NA
CC86,CCME16,1,Glycocholic Acid,0.13,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,2.7938423714134045e-4,0.2793842371413405,NA,NA,NA,NA,NA
CC86,CCME16,1,Isodeoxycholic Acid,21.27,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.054219719102598644,54.219719102598646,NA,NA,NA,NA,NA
CC86,CCME16,1,Lithocholic Acid,15.96,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.04241322761207417,42.41322761207417,NA,NA,NA,NA,NA
CC86,CCME16,1,Taurochenodeoxycholic Acid,1.6,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.003204506818389383,3.204506818389383,NA,NA,NA,NA,NA
CC86,CCME16,1,Taurocholic Acid,13.19,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.02559715205969745,25.59715205969745,NA,NA,NA,NA,NA
CC86,CCME16,1,Ursocholic Acid,0.34,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,8.32746328813317e-4,0.8327463288133169,NA,NA,NA,NA,NA
CC86,CCME16,1,Ursodeoxycholic Acid,1.97,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.005021760537476226,5.021760537476226,NA,NA,NA,NA,NA
CC87,CCME16,1,3-Oxolithocholic Acid,0,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0,0,NA,NA,NA,NA,NA
CC87,CCME16,1,Allocholic Acid,7.56,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.018516359546554926,18.516359546554927,NA,NA,NA,NA,NA
CC87,CCME16,1,Alloisolithocholic Acid,0.01,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,2.657469695544327e-5,0.026574696955443268,NA,NA,NA,NA,NA
CC87,CCME16,1,Alpha-Muricholic Acid,24.33,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.05959034758831764,59.59034758831764,NA,NA,NA,NA,NA
CC87,CCME16,1,Beta-Muricholic Acid,112.1,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.2745613631175671,274.5613631175671,NA,NA,NA,NA,NA
CC87,CCME16,1,Chenodeoxycholic Acid,3.15,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.008029718625913762,8.029718625913763,NA,NA,NA,NA,NA
CC87,CCME16,1,Cholic Acid,378,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.9258179773277464,925.8179773277463,NA,NA,NA,NA,NA
CC87,CCME16,1,Deoxycholic Acid,0,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0,0,NA,NA,NA,NA,NA
CC87,CCME16,1,Glycochenodeoxycholic Acid,0.03,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,6.676843660147768e-5,0.06676843660147767,NA,NA,NA,NA,NA
CC87,CCME16,1,Glycocholic Acid,0.36,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,7.736794259298659e-4,0.7736794259298659,NA,NA,NA,NA,NA
CC87,CCME16,1,Isodeoxycholic Acid,0.07,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,1.784381916869725e-4,0.1784381916869725,NA,NA,NA,NA,NA
CC87,CCME16,1,Lithocholic Acid,0.03,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,7.972411205277098e-5,0.07972411205277098,NA,NA,NA,NA,NA
CC87,CCME16,1,Taurochenodeoxycholic Acid,0.27,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,5.407605256032084e-4,0.5407605256032083,NA,NA,NA,NA,NA
CC87,CCME16,1,Taurocholic Acid,3.05,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.005918977542234816,5.918977542234816,NA,NA,NA,NA,NA
CC87,CCME16,1,Ursocholic Acid,0.41,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.001004194102392529,1.0041941023925292,NA,NA,NA,NA,NA
CC87,CCME16,1,Ursodeoxycholic Acid,7.14,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.018200695552071194,18.200695552071192,NA,NA,NA,NA,NA
CC88,CCME16,1,3-Oxolithocholic Acid,0.52,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0013893263931136434,1.3893263931136435,NA,NA,NA,NA,NA
CC88,CCME16,1,Allocholic Acid,0.29,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,7.102836333995938e-4,0.7102836333995938,NA,NA,NA,NA,NA
CC88,CCME16,1,Alloisolithocholic Acid,1.32,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.0035078599981185118,3.5078599981185117,NA,NA,NA,NA,NA
CC88,CCME16,1,Alpha-Muricholic Acid,31.84,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.07798424443945885,77.98424443945885,NA,NA,NA,NA,NA
CC88,CCME16,1,Beta-Muricholic Acid,50.35,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.12331993428161914,123.31993428161914,NA,NA,NA,NA,NA
CC88,CCME16,1,Chenodeoxycholic Acid,0.68,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.001733399576387733,1.733399576387733,NA,NA,NA,NA,NA
CC88,CCME16,1,Cholic Acid,7.13,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.017463180365996908,17.46318036599691,NA,NA,NA,NA,NA
CC88,CCME16,1,Deoxycholic Acid,205.18,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.5230278310047574,523.0278310047573,NA,NA,NA,NA,NA
CC88,CCME16,1,Glycochenodeoxycholic Acid,0.03,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,6.676843660147768e-5,0.06676843660147767,NA,NA,NA,NA,NA
CC88,CCME16,1,Glycocholic Acid,0.26,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,5.587684742826809e-4,0.558768474282681,NA,NA,NA,NA,NA
CC88,CCME16,1,Isodeoxycholic Acid,14.56,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.03711514387089028,37.11514387089028,NA,NA,NA,NA,NA
CC88,CCME16,1,Lithocholic Acid,19.96,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.0530431092191103,53.0431092191103,NA,NA,NA,NA,NA
CC88,CCME16,1,Taurochenodeoxycholic Acid,0.56,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.0011215773864362841,1.1215773864362841,NA,NA,NA,NA,NA
CC88,CCME16,1,Taurocholic Acid,2.56,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.004968059838728239,4.968059838728239,NA,NA,NA,NA,NA
CC88,CCME16,1,Ursocholic Acid,0.35,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,8.572388678960614e-4,0.8572388678960614,NA,NA,NA,NA,NA
